gene_id,WT1,WT2,LOF1,LOF2,LOF3,GOF1,GOF2,GOF3
Slc41a2,0.57721,0.452909,0.938735,0.856929,3.50162,0.514418,0.51938,1.01669
D10Wsu102e,8.89483,7.02622,7.70708,7.57489,10.0187,11.7743,10.5028,13.8584
Aldh1l2,0.156351,0.206003,0.356873,0.546503,0.54556,0.278709,0.0397921,0.173594
A230046K03Rik,7.57884,6.06473,5.35765,3.81821,11.1933,4.37667,5.36897,4.20226
Appl2,16.0503,10.3453,11.159,10.0127,16.5669,9.79328,15.5698,12.1537
1500009L16Rik,0.355591,0,0,0.639065,0,0,0.0620214,0.145662
Nuak1,0.251447,0.116923,0.269034,0.275773,0,0.448204,1.29585,0.773077
4930463O16Rik,0,0,0,0,0,0,0,0
Ckap4,1.84215,2.81209,4.27409,5.01282,3.76739,0.419998,1.79912,0.80294
C330046G13Rik,0,0,0,0,0,0,0,0
Tcp11l2,0.740877,0.281774,0.415123,0.0720617,0.64086,1.42309,2.15939,0.810855
Polr3b,5.63774,6.59559,9.31003,7.02201,6.90446,7.72309,13.3533,8.17255
Rfx4,0,0,0,0,0,0,0,0
Ric8b,5.70654,4.62426,4.28818,4.14601,3.97085,5.01309,4.57631,3.40399
Fhl4,0,0,0.123782,0,0,0.168726,0.328533,0
Tmem263,0.262839,0.12123,0.259662,0.602959,0.160073,0.365852,0.403625,0.107739
Mterf2,0.370443,0.934445,0.28996,0.928504,0.402778,0.35015,0.207718,1.59914
Cry1,0.875802,0.320796,0.38166,0.283959,0.505071,0.162164,0.0578873,0.911023
Btbd11,0,0,0.469688,0,0,0.0276746,0.414876,0
Pwp1,9.02705,6.15657,5.94659,7.27213,5.70644,8.01541,9.27889,9.00932
Prdm4,14.2241,8.14838,13.3967,12.9931,12.8948,11.0236,15.0634,16.2759
Ascl4,0,0.205202,0.151303,0,0,0.599388,0,0
Rtcb,23.724,29.0328,20.599,18.6635,14.6033,36.5672,25.7524,34.978
Bpifc,0,0,0,0,0,0,0,0
Fbxo7,6.51281,3.91475,5.32272,6.91217,1.65241,8.50933,5.3783,6.58316
Syn3,3.24466,2.54963,0.645832,2.45964,0.304841,5.09105,2.86022,3.23295
4930486F22Rik,0,0,0,0,0,0.172732,0,0
Timp3,1.77176,0.878772,0.808827,0.73664,0,3.81549,2.73855,4.22807
1810014B01Rik,1.48085,0.284745,1.01422,0.655563,0,0.883676,1.26942,2.79845
Hsp90b1,31.2971,25.1198,49.6239,53.9264,51.0833,30.0033,27.0003,30.07
BC030307,2.06427,3.24333,1.26884,1.44034,0.137996,1.53682,2.60753,1.70182
Nt5dc3,0.951951,0.527436,0.353727,0.852455,0.603101,0.896649,1.47055,1.25054
Stab2,0,0,0,0,0,0,0,0
1700113H08Rik,0,0,0,0,0,0,0,0
Ascl1,0,0,0,0,0,0,0,0
Pah,0,0,0,0,0,0,0,0
Igf1,0,0,0,0,0,0,0,0
Tyms-ps,0,0.0289565,0.0426895,0,0,0.142727,0.0271796,0.0319177
Pmch,0.362336,0,0.0827504,0,0,0.245606,0.157918,0
Parpbp,1.07425,2.42599,2.13183,2.33637,1.9193,1.59647,2.02762,1.87593
Nup37,2.05672,2.65065,3.36284,7.29873,2.52446,4.22009,4.45548,2.98975
Ccdc53,17.422,16.766,14.3512,15.2826,9.06749,19.135,19.0628,26.5924
Dram1,0,0,0,0,0,0,0,0
Gnptab,12.2042,11.7584,13.7693,13.052,18.6743,14.3897,17.0437,13.7411
Sycp3,0.609395,1.20294,0.573957,0.0651892,0,0.271284,0.0996414,0
Chpt1,15.5363,14.4245,24.8672,30.3651,21.2215,13.3936,14.0704,13.6848
Mybpc1,0,0,0,0,0,0,0,0
Spic,0,0,0,0,0,0,0,0
Gm4925,0,0,0,0,0,0,0,0
Arl1,12.1077,7.91764,9.16031,13.8739,16.0207,9.90459,11.1061,11.1543
Utp20,6.76633,4.62346,7.71589,7.25719,7.00322,5.45567,8.19678,5.66134
Slc5a8,0.0147734,0.219832,0.131511,1.21402,0.899759,0,0.0515635,0.0302811
Ano4,0,0,0,0,0,0,0,0
Gas2l3,8.3927,8.3168,6.65674,8.03913,7.8366,6.48295,6.8819,6.57547
Nr1h4,2.2304,6.11759,9.57647,9.40242,7.24612,2.20202,7.30988,3.61224
Slc17a8,0.177637,0,0,0,0,0,0,0
Scyl2,13.6788,5.6147,11.4186,12.9411,7.24846,12.9613,15.5111,17.6107
Actr6,1.1617,1.48461,0.430966,1.32571,1.10525,0.788416,2.38556,2.15695
Uhrf1bp1l,5.72173,5.41214,5.29341,5.50227,6.34868,6.65299,7.90342,7.09309
Anks1b,0,0,0,0,0,0,0,0
Apaf1,4.69628,4.56751,5.76385,4.95164,4.3781,4.41121,6.10656,6.05117
Ikbip,0.99663,1.63465,0.280843,1.20491,0,1.14768,1.8604,1.16378
Slc25a3,136.663,124.805,146.899,178.601,147.125,154.363,157.624,216.512
Tmpo,19.9562,14.102,23.7319,19.5914,18.5889,19.7983,22.0574,22.1055
Mir135a-2,0,0,0,0,0,0,0,0
Rmst,0,0,0,0,0,0,0,0
Mir1251,0,0,0,0,0,0,0,0
Gm20757,0,0,0,0,0,0,0,0
Nedd1,1.17166,1.19426,2.23728,1.69723,3.94509,2.4554,3.03734,2.02032
Cdk17,0.654914,0.1015,1.06139,0.597963,0.0830935,1.26731,2.09521,1.72256
Mir1931,0,0,0,0,0,0,0,0
Elk3,0.336646,0.863038,0.38421,0.238759,0.213567,1.05721,0.505879,0.977481
Gm17745,0,0,0,0,0,0,0,0
Lta4h,41.1199,30.125,35.2888,39.1769,44.5632,37.2706,25.674,32.2523
Hal,0,0,0.319117,0.0249292,0,0.0148293,0.317621,0
Amdhd1,0,0,0,0,0,0,0,0
Ccdc38,0,0,0.0148986,0,0,0,0.0189829,0
4933408J17Rik,0.396799,0.0409805,0.271753,0.320752,0.838951,0.336645,0.0769191,0.361334
Snrpf,10.743,16.0794,15.4711,11.0217,0.41701,9.1972,7.93187,10.4351
Ntn4,3.88778,4.01948,3.48873,3.42809,0.510238,5.76754,6.97353,1.59679
Gm8580,0,0,0,7.49805,5.84733,5.82029,0,0
Gm15915,2.12485,0.179372,0.396991,0,0,0.442094,0.294731,2.81799
Usp44,0,0,0,0,0,0,0,0
Metap2,7.71471,6.88797,8.73602,8.24794,10.7113,8.29273,9.93872,9.19433
Mir331,0,0,0,0,0,0,0,0
Vezt,1.25343,2.19995,1.78915,1.70005,3.49431,3.49734,1.78685,3.04849
Fgd6,2.22637,2.30587,2.04375,2.57992,6.25445,2.29766,3.18139,2.79502
Nr2c1,2.49,2.89435,2.40136,3.65889,3.79111,5.19885,5.19608,3.6893
Ndufa12,129.963,98.6588,154.491,137.695,129.227,109.736,107.277,131.957
Gm4792,0,0,0,0,0,0,0,0
Tmcc3,4.56618,4.33089,7.39762,7.71041,7.46289,6.47506,9.15453,9.36704
Mir7211,0,0,0,0,0,0,0,0
Cep83os,0.747336,1.06919,1.29908,1.38603,0,1.65896,0.861075,1.35499
Cep83,2.35983,3.51567,2.31384,2.51342,6.94059,3.14055,4.02417,2.99513
Plxnc1,0.278103,0.258658,0.0457032,0.176164,0.677519,0.356945,0.169871,0.119712
Cradd,5.9082,5.49106,7.88713,7.02796,10.6704,10.2449,8.23256,9.69375
2310039L15Rik,1.15849,1.88086,1.09152,0.619471,2.20295,2.50204,1.51437,0.29631
Socs2,20.5789,17.763,20.4382,22.4323,34.5202,34.2858,25.4222,33.7684
5730420D15Rik,0.431482,1.36668,0.0492584,0.346223,0,0.71108,0.481103,0
Mrpl42,87.9912,83.1852,111.944,120.69,115.944,99.9324,95.1322,105.129
Ube2n,6.04075,4.8505,7.00256,8.31205,6.82733,7.77978,6.16113,7.48974
Nudt4,6.77098,4.09006,9.52731,9.97331,13.2622,8.0156,6.64065,7.59671
Mir3058,0,0,0,0,0,0,0,0
Eea1,2.61577,2.05221,5.87929,4.9227,6.3468,2.27306,2.82706,3.21816
4930459C07Rik,0,0,0,0,0,0,0,0
Btg1,8.72412,4.7011,11.344,10.0357,6.23401,17.0986,13.2048,20.6252
4930556N09Rik,0,0,0,0.145776,0,0,0,0
Mir3966,0,0,0,0,0,0,0,0
Dcn,0,0,0,0,0,0.279694,0,0
Lum,0,0,0,0,0,0,0,0
4930473O22Rik,0,0,0,0,0,0,0,0
Kera,0,0,0,0,0,0,0,0
Epyc,0,0,0,0,0,0,0,0
Gm10754,0,0,0,0,0,0,0,0
Ccer1,0,0,0,0,0,0,0,0
Gm8633,0,0,0,0,0,0,0,0
Atp2b1,8.09804,8.71732,11.3234,11.0047,11.795,9.24525,11.8988,12.0498
Poc1b,23.4872,16.9329,23.5916,24.1019,22.8815,20.5417,24.8749,24.9569
Galnt4,10.1907,5.73517,11.6338,10.9601,15.6688,11.4557,13.0892,13.0903
Dusp6,0.688847,1.97478,1.53312,0.970416,0,1.4322,1.50247,1.91163
Gm20110,0,0,0,0,0,0,0,0
Gm18409,0,0,0,0,0,0,0,0
Csl,0,0.0194359,0.0143197,0.170015,0,0,0.0820794,0
Kitl,1.42998,1.08811,1.80013,1.95974,4.50853,1.53013,1.32969,2.23529
Gm4301,0,0,0,0,0,0,0.0119402,0
Gm4307,0,0,0,0,0,0,0.0119998,0
Gm4302,0,0,0,0,0,0,0.000976326,0
Gm4305,0,0,0,0,0,0,0.0115013,0
Gm4307,0,0,0,0,0,0,0.0235011,0
Gm4301,0,0,0,0,0,0,0.0119402,0
Gm4312,0,0,0,0,0,0,0.0119402,0
Tmtc3,1.81046,1.13462,3.06304,2.80017,3.94477,1.75716,2.10043,2.40371
Cep290,0.615443,0.199895,0.688987,0.581186,0.260307,0.577179,0.456062,0.455563
4930430F08Rik,0,0.807323,0.0228727,0.371639,0,0.986269,0.116552,0.564642
1700017N19Rik,0,0,0,0,0,0,0,0
Mgat4c,0,0,0.189435,0.325933,0.566916,0.118497,0,0
Mir3059,0,0,0,0,0,0,0,0
Nts,0,0,0.0987008,2.18889,0,0,0,0
Rassf9,0,0,0,0,1.16929,0.430124,0,0
Alx1,0,0,0,0,0,0,0,0
Lrriq1,0,0,0,0,0,0,0,0
Slc6a15,0,0,0,0,0,0,0,0
Gm8764,0.17344,0,0.142653,0.0593262,0,0,0,0
Gm20765,0.00061567,0,0.000419607,0.000252791,0,0,0,0
Gm4340,6.22E-05,0,3.93E-05,2.75E-05,0,0,0,0
Gm21293,0.0867037,0,0.0713164,0.029656,0,0,0,0
Gm21312,0.000307949,0,0.000209863,0.000126456,0,0,0,0
Gm8764,0.0859642,0,0.0708081,0.0293468,0,0,0,0
Gm21312,0.00105989,0,0.000724965,0.000441613,0,0,0,0
Mir6411,0,0,0,0,0,0,0,0
Tmtc2,4.83986,5.17189,4.83349,4.62964,2.79776,3.99053,5.34853,4.91045
Gm15663,0.249272,0.092713,0.256051,0.0320052,0.75903,0.558496,0.489344,0.255432
Mettl25,0.959429,1.56076,0.246399,0.958053,0,0.976846,1.08108,1.88397
Ccdc59,6.68928,5.99162,9.87335,3.85043,0.605988,5.50973,7.32618,3.13941
Ppfia2,0,0,0.0584494,0,0,0.018632,0,0
Acss3,0,0,0.444457,0.343093,0,1.06893,0.616116,0.840918
Lin7a,0,0,0.0368254,0,0,0,0,0
Myf5,0,0,0,0,0,0,0,0
Myf6,0,0,0,0,0,0,0,0
Ptprq,0,0,0,0,0,0,0,0
Otogl,0,0,0,0,0,0,0,0
Ppp1r12a,12.0853,11.2159,9.22219,7.14705,9.89535,8.89717,8.27614,9.43217
Pawr,16.248,13.9759,20.9337,21.148,20.3271,25.8633,30.5589,39.3137
Syt1,0,0,0,0,0,0,0.174727,0
Gm5136,0,0,0,0,0,0,0,0
Nav3,0,0,0,0,0,0,0,0
9230102K24Rik,0,0,0.265582,0,0,0,0,0
E2f7,8.86892,6.09599,10.0299,9.84966,9.4111,4.26069,4.41501,5.66428
1700020G17Rik,0,0,0,0,0,0,0,0
Csrp2,35.1228,47.5874,25.7558,27.8538,19.9487,25.4602,24.0662,30.5369
Zdhhc17,2.1203,2.37587,2.18977,1.59924,3.24153,2.33663,1.94105,1.38924
Osbpl8,0.619787,0.580698,0.327016,0.303993,0.875608,0.672995,0.907108,0.671478
Bbs10,0.233437,0,0.139878,0.0624408,0,0.133716,0.649172,0.702628
Nap1l1,13.9392,9.26638,16.3982,9.01098,4.40496,26.4526,28.5611,31.8856
Gm5176,0,0.478249,1.41386,0.735358,0,0,0.299565,0
Phlda1,3.80752,3.03364,0.458481,0.716239,0,13.3122,16.4978,22.9115
4933440J02Rik,0,0,0,0,0,0,0,0
Gm20758,0,0,0,0,0,0,0,0.0958377
Krr1,1.46202,1.96822,1.20291,2.04916,3.60981,1.84133,2.17966,2.31048
Glipr1,0.317554,0.368713,0.0543804,0.509542,0,0.686593,0.276913,1.09744
Glipr1l1,0,0,0,0,0,0,0,0
Glipr1l2,0,0,0,0,0,0,0,0
Caps2,0.145513,0.108234,0,0,0,0.0148182,0,0
Kcnc2,0,0,0,0,0,0,0,0
1700010J16Rik,0,0,0,0,0,0,0,0
Atxn7l3b,19.1214,16.4652,19.24,14.4469,26.4203,19.587,19.9577,20.5348
Trhde,0,0,0,0,0,0,0,0
Tph2,0,0,0,0,0,0,0,0
Tbc1d15,4.43552,1.29016,6.29065,4.82236,6.88125,5.52375,7.1257,5.99945
Rab21,10.0775,4.89251,10.6915,10.2618,8.5607,8.70227,10.2231,13.2734
Tmem19,3.11261,3.06729,5.88446,4.98697,11.7459,2.11322,4.00386,2.65788
Thap2,2.43211,2.00059,4.21175,3.30288,3.11543,3.41772,4.89695,3.99002
Zfc3h1,8.51792,12.6275,12.0973,11.5544,12.3521,11.1444,10.6772,11.8536
Lgr5,40.6208,22.0181,8.31018,2.83767,4.28064,96.4478,112.715,100.155
A930009A15Rik,2.49205,1.51642,0.11773,0.0735373,0,5.28918,5.3575,8.49056
Tspan8,30.4777,33.5478,34.6799,32.7374,41.7092,31.42,33.887,30.1909
Ptprr,0.128636,0.926881,0.286308,0.867332,1.34641,0.217633,0.336684,0.0988528
4933416C03Rik,0,0,0,0,0,0,0,0
Ptprb,0.006536,0,0.0760817,0.0643425,0,0.0366213,0.0541841,0.0736906
Kcnmb4,0,0,0,0,0,0.0438097,0,0
Kcnmb4os1,0,0,0,0,0,0,0,0
Cnot2,15.0786,8.70655,13.1927,13.115,15.633,18.658,17.2677,15.4065
1700030O20Rik,0,0,0,0,0,0,0,0
Myrfl,37.4068,27.0949,30.3983,34.8867,21.4984,28.5778,34.6862,35.9631
Rab3ip,10.8209,9.67164,9.51875,11.245,14.449,12.663,10.0404,11.1029
4933412E12Rik,3.20094,0.818304,0.452319,1.05979,3.56342,2.52037,4.36641,3.88967
D630029K05Rik,0,0,0,0,0,0,0,0
Best3,0,0,0,0.0632542,0,0,0,0.302884
Lrrc10,0,0,0,0,0,0.119083,0,0.539257
Cct2,61.6237,42.7293,67.0692,70.5098,53.7195,75.3523,81.3619,107.048
Frs2,6.57302,3.11447,6.36761,6.05888,5.00406,5.32805,6.74373,5.91389
Yeats4,11.9987,12.6398,10.1709,11.7433,9.26743,17.8653,17.8995,22.0543
9530003J23Rik,0,0,0,0,0,0,0,0
Lyz2,2.23847,0,4.37702,13.2178,5.11012,6.10786,6.0333,3.47978
Lyz1,184.328,5.95361,570.694,2073.3,1287.1,948.624,758.975,436.637
Cpsf6,8.74121,6.23142,7.95057,6.36994,10.4667,5.01467,6.40693,6.38065
Cpm,7.02301,6.65842,3.74963,3.44081,2.5405,6.01017,5.38687,3.79306
Mdm2,17.5604,10.2231,11.0571,11.8529,12.5344,12.3571,15.2226,12.4938
Slc35e3,4.55029,2.65779,2.53663,2.1334,5.13499,2.82944,3.96016,2.88207
Nup107,4.70711,2.6453,5.31334,4.70431,3.15011,3.20019,5.1674,5.26065
Rap1b,5.69797,4.2764,6.21478,10.8015,9.47726,7.09034,8.06334,8.21566
4933411E08Rik,0,0,0,0,0,0,0,0.198216
Mdm1,2.94574,2.66507,2.23973,2.335,1.91924,1.61155,2.5869,2.9916
Il22,0,0,0,0,0,0,0,0
Iltifb,0,0,0,0,0,0,0,0
Ifng,0,0,0,0,0,0,0,0
Tmevpg1,0,0,0,0,0,0,0,0
Dyrk2,15.1416,8.70007,18.264,15.8743,12.7417,11.1753,17.9219,15.7664
C230029M16,0,0,0,0,0,0,0,0
1700064J06Rik,0,0,0,0,0,0,0,0
Cand1,7.78119,3.17132,8.35409,6.19613,6.12705,7.09701,7.84133,6.5597
4930477N07Rik,0,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0,0
Grip1,1.06714,0.11233,0.193009,0.219695,0,0.369108,0.234928,0.596519
Grip1os2,0,0,0,0,0,0,0,0
Helb,3.59487,7.07521,7.78301,3.89201,8.73068,2.69434,3.73143,3.0399
Irak3,0.0269756,0.652132,1.58868,2.25128,0,0.727991,0.706061,0.53901
Tmbim4,15.8986,23.4714,15.0524,15.4462,15.9597,18.2451,13.5709,18.3637
Llph,23.5962,33.7659,20.4794,21.9495,10.0378,20.6927,20.8331,24.8392
Hmga2,12.1403,8.36151,9.17071,8.55712,5.92075,12.3748,11.1225,12.5871
9230105E05Rik,4.68467,3.61806,1.80155,0.771104,0.411452,1.90801,1.55615,2.1045
Mir763,0,0,0,4.95265,0,0,0,0
4921513I03Rik,0,0,0,0,0,0,0,0
Msrb3,0,0,0,0,0,0.0327482,0,0.0329504
Gm15910,1.89614,2.02094,1.43996,1.38847,1.89591,1.23998,1.27206,0.730244
Lemd3,3.56269,2.78684,1.34521,1.98797,2.59817,1.9331,1.88843,2.14974
Wif1,0,0,0,0,0,0,0,0.0185297
Tbc1d30,0.966748,2.31199,2.21293,2.70724,2.20797,1.08321,1.45816,0.898783
Gns,22.778,14.67,19.4621,29.9381,19.6762,23.1676,24.4206,21.7593
Rassf3,6.05092,4.04679,6.75727,5.13957,6.90944,7.15799,7.2186,8.97893
Tbk1,2.64213,4.42203,3.83579,4.25173,8.04516,4.30513,3.07742,3.42482
Xpot,7.91143,6.12555,7.34895,9.19249,8.39029,5.25219,6.7832,6.09797
D930020B18Rik,0.279021,0.064863,0.222916,0.0796112,0.619517,0.343368,0.152153,0
BC048403,4.10372,2.64717,4.21533,4.75303,3.80729,3.98333,4.00558,4.28394
Srgap1,0.324427,0.282889,0.298516,0.580563,0.192927,0.247866,0.353881,0.368885
Gm9079,0.139523,0,0,0.159222,1.59293,0,0.223127,0
Tmem5,6.08039,4.40696,4.99753,5.15182,5.78444,3.24901,4.29558,8.03372
Gm4489,0,0,0,0,0,0,0,0
Avpr1a,0,0,0,0,0,0,0,0
A130077B15Rik,8.00103,12.509,13.7625,8.73524,10.1173,10.6193,8.95662,9.11943
Ppm1h,4.85104,3.21842,4.75032,4.2441,7.3356,5.98919,4.75244,6.63965
Mir8104,0,0,0,0,0,0,0,0
Mirlet7i,0,0,0,0,0,0,0,0
Mon2,7.00782,6.55617,7.19801,9.09768,6.65235,7.08809,7.14083,8.92784
Usp15,3.44073,2.7975,4.71193,3.64033,2.79358,2.92994,2.84502,3.28097
Fam19a2,0,0,0,0,0,0,0,0
4930503E24Rik,0,0,0,0,0,0,0,0
Slc16a7,0.634585,0,0.480326,0.228701,0,0.629172,0.160258,0.153993
Lrig3,13.9967,9.55717,14.397,19.9403,26.601,12.3217,13.3142,14.3336
Xrcc6bp1,3.38306,1.5712,3.8524,2.55048,0.725785,2.71701,0.140479,2.32685
Ctdsp2,155.854,113.545,119.688,132.64,119.46,161.285,179.81,180.71
Mir26a-2,0,0,0,0,0,0,0,0
Mir546,0,0,0,2.12E-151,0,0,0,2.05E-190
Avil,5.1451,17.9092,4.89658,4.9912,6.22647,3.60062,2.24448,6.23195
Tsfm,8.28552,5.62241,12.5844,6.9058,1.09658,4.32565,8.19955,6.93555
LOC100504608,0.130815,0.242787,0,0.22385,0,0,0,0
Mettl1,20.7311,24.96,18.5511,30.2171,16.2264,17.4542,14.0098,20.4102
Cyp27b1,1.46829,0,0.0228529,0.0142814,0,0,0.0145563,0.666727
9-Mar,2.65486,4.44213,0.811193,1.85282,1.39901,3.07728,3.27798,2.59436
Cdk4,118.33,80.9118,88.1825,93.0763,65.0371,110.211,115.58,141.893
Tspan31,43.7983,34.3526,28.4128,28.8049,27.6424,32.5061,28.91,41.8046
LOC100504703,3.51111,3.24479,0,1.95075,2.66647,6.04537,3.81701,2.68679
Agap2,0,0.144404,0,0,0,0,0.153966,0
Os9,27.8875,21.7546,24.0903,29.574,28.8597,22.1416,19.1498,20.6614
B4galnt1,386.18,338.484,429.248,504.32,368.434,292.542,278.474,302.449
Slc26a10,0.256444,0.987653,0.602136,1.50512,0.55772,0.354369,0.0159799,0.262741
Arhgef25,0,0,0,0.0473898,0,0,0,0
Dtx3,1.93412,0.390835,0.403139,0.593795,0,1.84074,1.61385,1.74456
F420014N23Rik,1.31567,1.50499,0.554463,0.202124,0,0.37786,0.132437,0.0345623
Pip4k2c,17.651,10.5245,13.0743,16.2616,23.0244,14.872,14.4109,11.8283
Kif5a,0.0185004,0.0578444,0.126687,0,0,0,0,0
Dctn2,14.4159,24.2626,17.2617,19.092,6.81566,11.2899,19.4714,23.3764
Mbd6,33.7438,33.7483,32.2451,34.0252,26.5535,29.3586,31.3574,38.4457
Ddit3,5.77271,1.80622,5.96675,5.93633,0,2.85797,5.07697,5.19988
Mars,14.6122,5.29765,8.53167,11.0257,8.71592,5.7607,8.71713,10.9084
Arhgap9,0,0,0,0.0581991,0,0.207679,0.988597,0.139319
Gli1,0,0,0,0,0,0,0,0
Inhbe,0,0,0,0,0,0,0,0
Inhbc,0.0830065,0,0.0852712,0.603891,0,0.0211278,0,0
R3hdm2,35.4261,31.1962,32.5929,33.0342,21.3128,40.8612,40.0181,43.1479
Stac3,0.780279,0,0.754434,0.333918,0,0,0,0
Ndufa4l2,0,0,0,0.23225,0,0,0,0
Shmt2,59.1485,46.0434,61.8909,61.3931,40.8166,49.9662,69.7871,82.6938
Nxph4,0,0,0.40493,0,0,0,0,0
Lrp1,18.0257,14.6361,17.1989,30.3608,14.4827,11.9757,8.41842,7.65998
Stat6,35.485,29.9892,37.0067,37.1104,22.4054,45.9414,55.2751,46.257
Nab2,3.79994,2.6761,3.36835,5.77608,1.67868,5.64612,12.4132,7.51823
1700012D01Rik,0,0,0,0,0,0.468618,0,0
Tmem194,7.40692,3.75067,6.76105,5.60401,4.53549,7.83558,8.73684,8.32653
Myo1a,44.3538,56.0591,61.3651,73.4474,70.4255,33.1216,39.2898,30.4019
Tac2,0,0,0,0,0,0,0,0
Zbtb39,10.8567,9.83929,7.09957,6.03169,7.34025,14.429,14.8095,14.9846
Gpr182,0,0.361948,0,0.229151,0,1.01589,0.467082,1.37133
Rdh1,0.760058,0.607176,0.160683,0.117893,0,0.810479,0.829268,0.676081
Rdh9,0.71519,1.41302,1.04077,0.471878,0,0.857268,0.415975,0.709916
Rdh16,0.29874,0.231484,0.306864,0.575351,0,0.53876,0.108603,0.899237
Rdh18-ps,0.0490491,0.0810852,0.320953,0.279899,0,1.14341,0.196476,0.335089
Rdh19,0.1192,0,0.267172,0,0,0,0.0219217,0.103614
BC089597,0,0.682185,0.320037,0,0,0.033965,0.465709,0.136721
Rdh7,1.23546,2.22228,3.69406,4.22964,4.24655,3.27253,0.478777,0.217716
Sdr9c7,0,0,0.17354,0.0120506,0,0.0860221,0,0.201962
Hsd17b6,0.485817,0,2.83809,1.30851,1.73998,0.959896,0.302786,0.663479
Prim1,7.36905,2.76951,6.67994,6.60834,6.59829,7.66647,6.61658,7.13196
Naca,77.2023,79.7681,85.5043,102.921,89.6494,134.212,112.048,153.649
Ptges3,8.9491,7.19128,15.2362,10.9883,12.573,10.0479,9.28409,13.1311
Atp5b,657.737,427.706,771.474,728.89,578.474,564.213,640.951,678.491
Mir677,0,0,0,0,0,0,0,0
Baz2a,31.2317,23.8368,29.1621,28.0421,30.6462,31.3775,32.997,32.953
Rbms2,18.684,12.1033,14.2849,13.3875,8.00676,19.2561,19.7748,21.1617
Gls2,0.815339,1.76869,1.57314,1.95218,0.624404,2.62318,2.43353,2.52181
Spryd4,9.57202,4.27585,7.67866,11.5418,10.6663,8.93616,12.5929,6.71719
Mip,0.341387,0,0,0,0,0.579327,0,0
Timeless,4.47466,4.43967,3.41356,4.08408,2.73608,3.51429,4.86084,3.65564
Apon,0,0,0,0.0875243,0,0,0.1338,0
Apof,0,0,0,0,0,0,0,0
Stat2,12.8189,12.055,8.21092,8.561,5.82515,4.16268,2.55278,3.20121
Il23a,0,0,0,0,0,0.502606,0,0.22128
Pan2,27.7131,28.4711,21.86,24.5689,16.2731,28.6911,26.7026,23.8255
Cnpy2,15.1275,10.4982,17.0574,17.2364,3.55679,16.6873,18.1187,24.1907
Cs,133.02,117.836,192.068,213.966,202.82,139.941,177.913,173.662
Coq10a,2.18779,4.54662,1.52028,4.88809,1.22453,4.53751,2.89109,5.12611
Ankrd52,27.7944,20.9319,22.3612,23.2594,22.6588,19.1386,27.5281,21.4861
Mir6914,0,0,0,0,0,0,0,0
Mir6915,0,0,0,0,0,0,0,0
Slc39a5,42.5831,29.2339,43.9066,74.5089,22.1312,23.5576,21.5623,14.0225
Nabp2,64.2371,43.4763,59.137,63.9708,66.9394,43.5434,48.3438,57.5635
Rnf41,8.40321,10.4201,5.68569,9.9269,4.8408,12.2264,12.6701,8.05255
Mir8105,0,0,0,0,0,0,0,0
Smarcc2,42.7899,44.5045,36.1796,35.9703,34.3189,40.7842,38.2642,37.6941
Myl6,140.465,133.556,152.185,188.234,170.309,158.896,151.235,215.421
Myl6b,0.168303,0.859759,1.78698,0.0720137,0.320172,1.32703,0.366892,1.33553
Esyt1,6.60166,6.23916,4.56503,5.33693,1.97082,4.94381,7.92946,7.82629
Mir6916,0,0,0,0,0,0,0,0
Zc3h10,1.8704,3.47741,2.18826,3.28519,3.41094,2.85657,2.07358,2.87439
Rpl41,1946.57,2033.02,1640.92,2184.55,1244.64,2316.05,2225.41,4040.4
Pa2g4,66.8895,42.3944,59.6819,56.7273,76.3495,51.388,54.9508,62.3927
Erbb3,48.6245,30.5974,62.9062,58.1354,60.7431,73.141,74.8097,72.743
Mir6917,0,0,0,0,0,0,0,0
Rps26,518.483,628.259,448.873,520.234,399.078,675.316,718.058,1024.13
Ikzf4,0.511215,0,0.395734,0.218793,0,0.837569,0.038786,0.0911072
Suox,13.915,11.6555,8.09057,13.2075,12.9779,14.3794,9.97602,16.0745
Rab5b,11.9234,9.30913,15.2105,10.3244,19.2447,12.3606,14.0681,15.7107
Cdk2,8.76814,13.1763,8.01149,7.10779,10.646,10.337,10.401,12.6309
Pmel,0.229056,0.106466,1.62096,0.784213,0.145293,1.76859,0.249777,0.762693
Dgka,12.1832,19.1535,16.9013,20.6978,18.7873,8.54236,7.40565,8.75612
Wibg,4.0611,12.9198,13.7372,13.9969,5.56037,10.5214,10.5384,17.9183
Mmp19,0.389885,0.158605,0.400488,0,0.0927294,0.235759,0,0.324614
Tmem198b,2.94608,5.21996,3.20437,3.3523,0,6.63491,7.48371,6.25005
Dnajc14,5.74864,4.42302,4.42378,4.52806,5.41694,4.31027,5.90636,5.60335
Ormdl2,8.80174,6.376,6.89674,10.0278,11.3169,9.10285,6.58879,8.73316
Sarnp,14.8988,9.40137,13.9218,10.2554,32.3484,7.53817,14.2628,16.0018
Gdf11,0,0,0,0,0,0.830719,0.0790878,0.789481
Cd63,70.89,50.7388,45.3489,55.9518,38.2765,57.107,63.1291,73.5658
Rdh5,1.74302,1.74401,1.33163,1.57777,0,1.12571,0.555431,2.2657
Bloc1s1,21.005,19.3138,11.6363,23.4342,10.6491,19.0259,21.3495,25.0616
Itga7,0.157808,0.128406,0,0.489668,0,0,0,0
